Category,ItemCode,Barcode,ItemName,Unit,P/Rate,S/Rate
NIGHTIES L+G,NL1620,100056,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,NL1630,100057,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,NL4360,100058,NILAY,PCS,"7,990.00","7,990.00"
NIGHTIES L+G,NK4050,100101,NON BR,PCS,"3,990.00","3,990.00"
NIGHTIES L+G,PC4360,100250,PIER CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES L+G,NK0070,100292,NON BR,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NK0066,100293,NON BR,PCS,"3,990.00","3,990.00"
NIGHTIES L+G,NK0069,100294,NON BR,PCS,"3,990.00","3,990.00"
NIGHTIES L+G,NK3850,100295,NON B,PCS,"3,390.00","3,390.00"
NIGHTIES L+G,NK3894,100296,NON BR,PCS,"3,390.00","3,390.00"
NIGHTIES L+G,NK3861,100297,NON BR,PCS,"3,390.00","3,390.00"
NIGHTIES L+G,NK0078,100320,NON BR,PCS,"4,590.00","4,590.00"
NIGHTIES L+G,NK0075,100321,NON BR,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NU5192,100431,NURTEKS,PCS,"8,590.00","8,590.00"
NIGHTIES L+G,NU5110,100432,NURTEKS,PCS,"6,590.00","6,590.00"
NIGHTIES L+G,NL1320,100433,NILAY,PCS,"7,290.00","7,290.00"
NIGHTIES L+G,NK0072,100449,NON B,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NK0097,100450,NON B,PCS,"4,690.00","4,690.00"
NIGHTIES L+G,NK0065,100451,NON BR,PCS,"5,590.00","5,590.00"
NIGHTIES L+G,NU5111,100553,NURTEKS,PCS,"7,590.00","7,590.00"
NIGHTIES L+G,NK0067,100554,NONB,PCS,"3,990.00","3,990.00"
NIGHTIES L+G,R-4115,100555,NONB,PCS,"3,390.00","3,390.00"
NIGHTIES L+G,NU5198,100589,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,ES295,100590,ESPUAR,PCS,"7,990.00","7,990.00"
NIGHTIES L+G,NK3851,100591,NON B,PCS,"3,995.00","3,995.00"
NIGHTIES L+G,NK3860,100624,NON B,PCS,"3,390.00","3,390.00"
NIGHTIES L+G,NK0095,100625,NON B,PCS,"4,690.00","4,690.00"
NIGHTIES L+G,NK0077,100626,NON B,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NK04,100627,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES L+G,NL1540,100639,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,NK0071,100766,NON B,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NK0074,100767,NON B,PCS,"4,290.00","4,290.00"
NIGHTIES L+G,NU5114,101020,NURTEKS,PCS,"7,590.00","7,590.00"
NIGHTIES L+G,NU5165,101021,NURTEKS,PCS,"6,990.00","6,990.00"
NIGHTIES L+G,L2899,101024,NON B,PCS,"4,590.00","4,590.00"
NIGHTIES L+G,L2903,101025,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES L+G,JR2911,101151,JERMI,PCS,"9,590.00","9,590.00"
NIGHTIES L+G,NL1380,101152,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,IM6203,101180,IMAJ,PCS,"10,990.00","10,990.00"
NIGHTIES L+G,FL011,101223,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES L+G,FL0113,101225,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES L+G,FL0075,101226,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES L+G,FL0111,101235,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES L+G,NL1880,101295,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,JR3039,101337,JEREMI,PCS,"10,990.00","10,990.00"
NIGHTIES L+G,NL1870,101338,NILAY,PCS,"8,990.00","8,990.00"
NIGHTIES L+G,L826,101363,NON B,PCS,"5,990.00","5,990.00"
NIGHTIES SHORT,NC1160,100059,NON BR,PCS,"2,095.00","2,095.00"
NIGHTIES SHORT,NCA588599,100060,NON BR,PCS,"1,895.00","1,895.00"
NIGHTIES SHORT,SH845,100061,NON BR,PCS,"1,995.00","1,995.00"
NIGHTIES SHORT,VISELLAMIX,100062,NON BR,PCS,"2,195.00","2,195.00"
NIGHTIES SHORT,NK1784,100063,NON BR,PCS,"1,390.00","1,390.00"
NIGHTIES SHORT,NK0949,100064,NON BR,PCS,"1,390.00","1,390.00"
NIGHTIES SHORT,NK1813,100065,NON BR,PCS,"2,095.00","2,095.00"
NIGHTIES SHORT,BO5365,100066,BONDY,PCS,"3,590.00","3,590.00"
NIGHTIES SHORT,BO5333,100067,BONDY,PCS,"3,050.00","3,050.00"
NIGHTIES SHORT,NL368,100068,NILAY,PCS,"3,250.00","3,250.00"
NIGHTIES SHORT,NL384,100070,NILAY,PCS,"3,250.00","3,250.00"
NIGHTIES SHORT,NL336,100071,NILAY,PCS,"3,250.00","3,250.00"
NIGHTIES SHORT,PC601,100072,PIER CARDIN,PCS,"3,590.00","3,590.00"
NIGHTIES SHORT,PC613,100073,PIER CARDIN,PCS,"3,290.00","3,290.00"
NIGHTIES SHORT,PC627,100074,PIER CARDIN,PCS,"4,990.00","4,990.00"
NIGHTIES SHORT,BO5372,100269,BONDY,PCS,"3,190.00","3,190.00"
NIGHTIES SHORT,NKS15309,100270,NON BR,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,NK1238,100271,NON BR,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK1239,100323,NON BR,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK2043,100324,NON B,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,BO5371,100325,BONDY,PCS,"3,190.00","3,190.00"
NIGHTIES SHORT,BO5373,100326,BONDY,PCS,"3,190.00","3,190.00"
NIGHTIES SHORT,PC622,100327,BONDY,PCS,"3,590.00","3,590.00"
NIGHTIES SHORT,NC3808,100401,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,NC398,100402,NON B,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NU5417,100426,NURTEKS,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,NL388,100427,NILAY,PCS,"3,250.00","3,250.00"
NIGHTIES SHORT,PC600,100428,PIERE CARDIN,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,NK1199,100462,NON BR,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NKS51,100463,NON BR,PCS,"2,190.00","2,190.00"
NIGHTIES SHORT,NU5424,100471,NURTEKS,PCS,"2,990.00","2,990.00"
NIGHTIES SHORT,NL376,100472,NILAY,PCS,"4,290.00","4,290.00"
NIGHTIES SHORT,PC777,100473,PIER CARDIN,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,NK8768,100474,NK8768,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK8142,100475,NON BR,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK1228,100476,NON BR,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK525,100517,NONB,PCS,"1,590.00","1,590.00"
NIGHTIES SHORT,NK1219,100518,NONB,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NU5444,100519,NURTEKS,PCS,"3,390.00","3,390.00"
NIGHTIES SHORT,NU5441,100520,NURTEKS,PCS,"3,290.00","3,290.00"
NIGHTIES SHORT,NBB3963,100597,NBB,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,NL338,100598,NILAY,PCS,"3,250.00","3,250.00"
NIGHTIES SHORT,NK1538,100599,NONB,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,NKT2066,100600,NON B,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,NU5417BIG,100604,NURTEKS,PCS,"4,290.00","4,290.00"
NIGHTIES SHORT,NK2063,100651,NON B,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,SH975,100694,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,SH964,100695,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,VB1123,100699,VELA BELLA,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,NK1190833,100756,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,SH957,100757,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,NL424,100857,NILAY,PCS,"4,490.00","4,490.00"
NIGHTIES SHORT,NU5491,100858,NURTEKS,PCS,"3,990.00","3,990.00"
NIGHTIES SHORT,L984,100859,NON B,PCS,"2,190.00","2,190.00"
NIGHTIES SHORT,LIKAMIX,100860,NON B,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,L7602,100861,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES SHORT,L941,100901,NON B,PCS,"2,490.00","2,490.00"
NIGHTIES SHORT,GO7210,100985,GOLGE,PCS,"4,590.00","4,590.00"
NIGHTIES SHORT,NL382,101016,NILAY,PCS,"4,590.00","4,590.00"
NIGHTIES SHORT,L2859,101026,NON B,PCS,"1,790.00","1,790.00"
NIGHTIES SHORT,L7606,101027,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES SHORT,L969,101028,NON B,PCS,"2,790.00","2,790.00"
NIGHTIES SHORT,LIKA988,101088,NON B,PCS,"2,090.00","2,090.00"
NIGHTIES SHORT,NK1480,101089,NON B,PCS,"1,490.00","1,490.00"
NIGHTIES SHORT,BO5037,101121,BONDY,PCS,"3,995.00","3,995.00"
NIGHTIES SHORT,PC602,101122,PIERE CARDIN,PCS,"4,590.00","4,590.00"
NIGHTIES SHORT,PC635,101123,PIERRE CARDIN,PCS,"4,990.00","4,990.00"
NIGHTIES SHORT,L966,101124,NON B,PCS,"2,790.00","2,790.00"
NIGHTIES SHORT,NK1799,101125,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,NK1284,101153,NON B,PCS,"2,190.00","2,190.00"
NIGHTIES SHORT,NL416,101154,NILAY,PCS,"4,290.00","4,290.00"
NIGHTIES SHORT,NY3002,101267,NOYA,PCS,"2,390.00","2,390.00"
NIGHTIES SHORT,L7605,101268,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES SHORT,L2865,101269,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES SHORT,DM6146,101297,DIVA MORE,PCS,"1,590.00","1,590.00"
NIGHTIES SHORT,DM6133,101298,DIVA MORE,PCS,"1,590.00","1,590.00"
NIGHTIES SHORT,S9150,101318,NON B,PCS,"2,490.00","2,490.00"
NIGHTIES SHORT,L2803,101319,NON B,PCS,"1,590.00","1,590.00"
NIGHTIES SHORT,AN5733,101334,ANIL,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,NK0053,100075,NON BR,PCS,"4,395.00","4,395.00"
NIGHTIES S+G,NK8309,100076,NON BR,PCS,"3,990.00","3,990.00"
NIGHTIES S+G,NKAB33,100077,NON BR,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,PC4107,100078,PIER CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES S+G,PC4105,100079,PIER CARDIN,PCS,"6,590.00","6,590.00"
NIGHTIES S+G,NL1370,100080,NILAY,PCS,"7,590.00","7,590.00"
NIGHTIES S+G,NK6511,100276,NON BR,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,NKAB-33,100319,NON BR,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,NK6318,100403,NON B,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,BO9006,100429,BONDY,PCS,"5,595.00","5,595.00"
NIGHTIES S+G,NL1480,100430,NILAY,PCS,"7,590.00","7,590.00"
NIGHTIES S+G,NK760,100448,NON BR,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,VB2164,100551,VELABELLA,PCS,"9,990.00","9,990.00"
NIGHTIES S+G,PC4285,100552,PIERECARDIN,PCS,"10,590.00","10,590.00"
NIGHTIES S+G,N628,100593,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES S+G,NK1226,100594,NON B,PCS,"3,690.00","3,690.00"
NIGHTIES S+G,CR53233,100595,CAROLINE,PCS,"5,290.00","5,290.00"
NIGHTIES S+G,CR54222BIG,100596,CAROLINE,PCS,"5,690.00","5,690.00"
NIGHTIES S+G,NK628,100601,NONB,PCS,"2,590.00","2,590.00"
NIGHTIES S+G,NU5355,100603,NURTEKS,PCS,"8,690.00","8,690.00"
NIGHTIES S+G,NK687,100628,NON B,PCS,"2,890.00","2,890.00"
NIGHTIES S+G,PC4090,100629,PIERRE CARDIN,PCS,"10,590.00","10,590.00"
NIGHTIES S+G,NU5386,100630,NURTEKS,PCS,"6,990.00","6,990.00"
NIGHTIES S+G,NK72309,100650,NON B,PCS,"4,590.00","4,590.00"
NIGHTIES S+G,NU5344,100700,NURTEKS,PCS,"7,590.00","7,590.00"
NIGHTIES S+G,BO6002,100701,BONDY,PCS,"7,590.00","7,590.00"
NIGHTIES S+G,NU5396,100702,NURTEKS,PCS,"6,590.00","6,590.00"
NIGHTIES S+G,NK689,100755,NON B,PCS,"2,890.00","2,890.00"
NIGHTIES S+G,NU5319,100862,NURTEKS,PCS,"7,990.00","7,990.00"
NIGHTIES S+G,NU5309,100863,NURTEKS,PCS,"7,990.00","7,990.00"
NIGHTIES S+G,NK309,100864,NON B,PCS,"3,490.00","3,490.00"
NIGHTIES S+G,BO6373,100927,BONDY,PCS,"6,690.00","6,690.00"
NIGHTIES S+G,PC4201,100979,PIERE CARDIN,PCS,"8,990.00","8,990.00"
NIGHTIES S+G,NBB3928,100981,NBB,PCS,"5,690.00","5,690.00"
NIGHTIES S+G,NU5332,100984,NURTEKS,PCS,"6,590.00","6,590.00"
NIGHTIES S+G,F1187,101011,NON B,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,FS8385,101012,NON B,PCS,"4,590.00","4,590.00"
NIGHTIES S+G,S8379,101050,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES S+G,S8385,101051,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES S+G,F1226,101052,NON B,PCS,"3,990.00","3,990.00"
NIGHTIES S+G,L92435,101063,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES S+G,NL1760,101126,NILAY,PCS,"8,590.00","8,590.00"
NIGHTIES S+G,PC4240,101127,PIERRE CARDIN,PCS,"10,590.00","10,590.00"
NIGHTIES S+G,NK001,101128,NON B,PCS,"3,590.00","3,590.00"
NIGHTIES S+G,S8381,101129,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES S+G,S8383,101148,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES S+G,NK22309,101149,NON B,PCS,"3,990.00","3,990.00"
NIGHTIES S+G,F3036,101150,NON B,PCS,"3,990.00","3,990.00"
NIGHTIES S+G,IM6213,101181,IMAJ,PCS,"9,990.00","9,990.00"
NIGHTIES S+G,IM6204,101182,IMAJ,PCS,"9,990.00","9,990.00"
NIGHTIES S+G,L2898,101203,NON B,PCS,"4,490.00","4,490.00"
NIGHTIES S+G,FL748,101218,NON B,PCS,"3,690.00","3,690.00"
NIGHTIES S+G,FL750,101219,NON B,PCS,"3,690.00","3,690.00"
NIGHTIES S+G,NU5320,101252,NURTEKS,PCS,"8,590.00","8,590.00"
NIGHTIES S+G,NU5351,101253,NURTEKS,PCS,"8,390.00","8,390.00"
NIGHTIES S+G,PC4025,101254,PIERE CARDIN,PCS,"10,590.00","10,590.00"
NIGHTIES S+G,S8371,101271,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES S+G,FL747,101272,NON B,PCS,"3,690.00","3,690.00"
NIGHTIES S+G,L22898,101273,NON B,PCS,"4,490.00","4,490.00"
NIGHTIES S+G,L825,101317,NON B,PCS,"3,990.00","3,990.00"
NIGHTIES S+G,PC4170,101335,PIERE CARDIN,PCS,"8,990.00","8,990.00"
NIGHTIES S+G,PC4350,101336,PIERE CARDIN,PCS,"8,990.00","8,990.00"
NIGHTIES S+G,S6650,101364,NON B,PCS,"4,590.00","4,590.00"
NIGHTIES S+G,L76087611,101365,NON B,PCS,"4,990.00","4,990.00"
NIGHTIES PSS,NK0052,100081,NON BR,PCS,"3,090.00","3,090.00"
NIGHTIES PSS,NK2113,100082,NON BR,PCS,"1,995.00","1,995.00"
NIGHTIES PSS,NK549,100083,NON BR,PCS,"1,995.00","1,995.00"
NIGHTIES PSS,NK547,100084,NON BR,PCS,"1,995.00","1,995.00"
NIGHTIES PSS,NK2125,100085,NON BR,PCS,"1,995.00","1,995.00"
NIGHTIES PSS,V3127,100086,VERSACE,PCS,"10,500.00","10,500.00"
NIGHTIES PSS,V3113,100087,VERSACE,PCS,"9,590.00","9,590.00"
NIGHTIES PSS,NL1040,100088,NILAY,PCS,"5,590.00","5,590.00"
NIGHTIES PSS,NL1150,100089,NILAY,PCS,"5,590.00","5,590.00"
NIGHTIES PSS,PC1160,100090,PIERE CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES PSS,PC1140,100091,PIER CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES PSS,NK617,100272,NON BR,PCS,"1,890.00","1,890.00"
NIGHTIES PSS,NK612,100273,NON BR,PCS,"1,890.00","1,890.00"
NIGHTIES PSS,NK610,100274,NON BR,PCS,"2,290.00","2,290.00"
NIGHTIES PSS,NK613,100275,NON BR,PCS,"1,890.00","1,890.00"
NIGHTIES PSS,NK615,100298,NON BR,PCS,"2,190.00","2,190.00"
NIGHTIES PSS,NK608,100299,NON BR,PCS,"2,190.00","2,190.00"
NIGHTIES PSS,NK618,100300,NON BR,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,NK611,100322,NON BR,PCS,"2,190.00","2,190.00"
NIGHTIES PSS,NU5692,100362,NURTEKS,PCS,"6,990.00","6,990.00"
NIGHTIES PSS,NU5909,100405,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,NK644,100408,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,NK801,100409,NON B,PCS,"1,890.00","1,890.00"
NIGHTIES PSS,NU5809,100434,NURTEKS,PCS,"4,990.00","4,990.00"
NIGHTIES PSS,NU5942,100435,NURTEKS,PCS,"8,390.00","8,390.00"
NIGHTIES PSS,RO4159,100464,NON BR,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,RO4115,100465,NON BR,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,NK638,100466,NON BR,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,NK614,100526,NONB,PCS,"1,990.00","1,990.00"
NIGHTIES PSS,BO9002,100527,BONDY,PCS,"4,990.00","4,990.00"
NIGHTIES PSS,NU5935,100571,NURTEKS,PCS,"7,590.00","7,590.00"
NIGHTIES PSS,NU5665,100634,NURTEKS,PCS,"6,990.00","6,990.00"
NIGHTIES PSS,NK673,100635,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,NK684,100636,NON B,PCS,"2,350.00","2,350.00"
NIGHTIES PSS,NK680,100637,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,NK681,100638,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,NK674,100640,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,NKI673,100654,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,NK676,100655,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,NK675,100656,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES PSS,NK677,100692,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,NK697,100693,NON B,PCS,"1,950.00","1,950.00"
NIGHTIES PSS,NK702,100821,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,NK699,100822,NON B,PCS,"2,250.00","2,250.00"
NIGHTIES PSS,JR2910,100851,JEREMI,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,NU5919,100852,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,NU5691,100853,NURTEKS,PCS,"6,990.00","6,990.00"
NIGHTIES PSS,NU5689,100854,NURTEKS,PCS,"6,590.00","6,590.00"
NIGHTIES PSS,FL716,100855,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,NK692,100856,NON B,PCS,"1,950.00","1,950.00"
NIGHTIES PSS,NK719,100923,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,G1277,100924,NON B,PCS,"3,990.00","3,990.00"
NIGHTIES PSS,NU5675,100961,NURTEKS,PCS,"5,290.00","5,290.00"
NIGHTIES PSS,PC1100,101013,PIERE CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES PSS,NU5619,101014,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,NU5922,101015,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,NU5656,101023,NURTEKS,PCS,"6,490.00","6,490.00"
NIGHTIES PSS,FL719,101083,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,FL703,101084,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,FL702,101085,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,L2882,101086,NON B,PCS,"2,490.00","2,490.00"
NIGHTIES PSS,NK200,101155,NON B,PCS,"3,250.00","3,250.00"
NIGHTIES PSS,NU5997,101156,NURTEEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,AYDO14054,101179,AYDOGAN,PCS,"5,990.00","5,990.00"
NIGHTIES PSS,NU5921,101183,NURTEKS,PCS,"8,990.00","8,990.00"
NIGHTIES PSS,FL763,101216,NON B,PCS,"3,790.00","3,790.00"
NIGHTIES PSS,FL762,101217,NON B,PCS,"3,790.00","3,790.00"
NIGHTIES PSS,FL755,101220,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,FL726,101221,NON B,PCS,"2,290.00","2,290.00"
NIGHTIES PSS,FL753,101222,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,FL757,101224,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES PSS,SL210,101233,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSS,FL765,101270,NON B,PCS,"3,790.00","3,790.00"
NIGHTIES PSS,IM2247,101294,IMAJ,PCS,"6,990.00","6,990.00"
NIGHTIES PSS,AN9606,101339,ANIL,PCS,"3,790.00","3,790.00"
NIGHTIES PSS,PC1121,101340,PIERE CARDIN,PCS,"7,990.00","7,990.00"
NIGHTIES PSS,FL761,101341,NON B,PCS,"3,790.00","3,790.00"
NIGHTIES PSS,NK757,101372,NON B,PCS,"2,590.00","2,590.00"
NIGHTIES PSS,FL752,101373,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,HHSF0581,100092,HAPPY,PCS,"1,995.00","1,995.00"
NIGHTIES PSC,HHS061581,100093,HAPPY,PCS,"1,795.00","1,795.00"
NIGHTIES PSC,YIMIX,100094,YENI INCI,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,ANHSMIX,100096,ANIL,PCS,"3,090.00","3,090.00"
NIGHTIES PSC,USPMIXLP,100097,USPOLO,PCS,"4,095.00","4,095.00"
NIGHTIES PSC,AYDOSHORTS,100098,AYDOGAN,PCS,"2,595.00","2,595.00"
NIGHTIES PSC,AYDOMIX,100301,AYDOGAN,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,AYDOMIXBIG-FS,100328,AYDOGAN,PCS,"3,450.00","3,450.00"
NIGHTIES PSC,NBBMIX-FS,100329,NBB,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,AYDOFSMIX,100381,AYDOGAN,PCS,0.00,"3,190.00"
NIGHTIES PSC,HHSO61581,100410,NON B,PCS,"1,795.00","1,795.00"
NIGHTIES PSC,HHSFOBIG,100411,NON B,PCS,"2,690.00","2,690.00"
NIGHTIES PSC,HHSRNBIG,100412,NON B,PCS,"1,895.00","1,895.00"
NIGHTIES PSC,HFSFOBIG,100413,NON B,PCS,"2,095.00","2,095.00"
NIGHTIES PSC,HFSRN,100436,HAPPY,PCS,"1,895.00","1,895.00"
NIGHTIES PSC,HHSFO581,100477,HAPPY,PCS,"2,390.00","2,390.00"
NIGHTIES PSC,DVMIX,100523,DEVINO,PCS,"2,890.00","2,890.00"
NIGHTIES PSC,LS384BIG,100524,LADYSHINE,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,AYDOBIG,100525,AYDOGAN,PCS,"3,350.00","3,350.00"
NIGHTIES PSC,AN9512,100583,ANIL,PCS,"3,390.00","3,390.00"
NIGHTIES PSC,DV2024BIG,100664,DEVINO,PCS,"3,120.00","3,120.00"
NIGHTIES PSC,DV2574,100665,DEVINO,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,HRN,100704,HAPPY,PCS,"2,490.00","2,490.00"
NIGHTIES PSC,HFO,100771,HAPPY,PCS,"2,490.00","2,490.00"
NIGHTIES PSC,T200211,100772,TILSIM,PCS,"3,290.00","3,290.00"
NIGHTIES PSC,ITMIX,100773,IPEKTEN,PCS,"3,290.00","3,290.00"
NIGHTIES PSC,AN9518,100782,ANIL,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,F6118,100783,NON B,PCS,650.00,650.00
NIGHTIES PSC,AYDOMIXBIG-HS,100808,AYDOGAN,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AN9506,100843,ANIL,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,DS13850,100906,DEEP SLEEP,PCS,"2,490.00","2,490.00"
NIGHTIES PSC,NBB66014F,100907,NBB,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,DV,100908,DEVINO,PCS,"3,190.00","3,190.00"
NIGHTIES PSC,DV2025,100910,DEVINO,PCS,"3,190.00","3,190.00"
NIGHTIES PSC,L0760,100916,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,L848FO,100917,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES PSC,LOO7RN,100918,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES PSC,L138K,100919,NON B,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,L8311,100920,NON B,PCS,"2,490.00","2,490.00"
NIGHTIES PSC,L831,100925,NON B,PCS,"2,490.00","2,490.00"
NIGHTIES PSC,LB1018,100962,LINGA BOOM,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,DEVINOMIXBIG,101002,DEVINO,PCS,"3,190.00","3,190.00"
NIGHTIES PSC,AYDOMIXBIG,101003,AYDOGAN,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,LB1006,101004,LINGABOOM,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,LB1036,101005,LINGABOOM,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,LB1025,101006,LINGABOOM,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,LB1001,101007,LINGABOOM,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,NBBMIX,101008,NBB,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,LB1029,101009,LINGABOOM,PCS,"4,590.00","4,590.00"
NIGHTIES PSC,DS13191,101076,DEEP SLEEP,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,L007RN,101082,NON B,PCS,"1,990.00","1,990.00"
NIGHTIES PSC,AN9510,101091,ANIL,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AN9589,101092,ANIL,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AN9582,101093,ANIL,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AY9324,101094,AYDOGAN,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,EL3019BIG,101095,ELITOL,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,LS59459BIG,101096,LADY SHINE,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,EL2097,101157,ELITOL,PCS,"3,590.00","3,590.00"
